PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
0BRBz,4r1rk/ppqn1p2/2p2n2/3p1B2/3P1b1B/2P3PP/PPQ2K2/R4R2 w - - 0 21,g3f4 c7f4,752,85,97,645,mate mateIn1 middlegame oneMove,https://lichess.org/NsCONY5L#40,
0BRGl,1r6/6pk/6Rp/4Pp1q/2Qp1P2/P7/8/1rKN2R1 w - - 3 38,c1c2 h5d1 g1d1 b8b2 c2d3 b1d1,2320,75,90,1437,deflection exposedKing long mate mateIn3 middlegame sacrifice,https://lichess.org/Jt10xnKm#74,
0BSZ7,r3k2r/1p2ppbp/pq1p2p1/8/3nPPn1/2NB4/PPPQ2PP/R1B2RK1 w kq - 2 16,c3d5 d4e2 g1h1 b6g1 f1g1 g4f2,2204,80,93,3454,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,https://lichess.org/QUuXvSWo#30,Pirc_Defense Pirc_Defense_Austrian_Attack
0BSo9,7k/p4pp1/1p2p2p/2b5/2P2qP1/2B4P/P2Q1PK1/8 b - - 4 32,f4c4 d2h6 h8g8 h6g7,1625,73,93,4992,endgame mate mateIn2 pin short,https://lichess.org/m8gvX4ie/black#63,
0BTRP,3r2k1/pp3p1p/2n3p1/4pq2/8/2P2RQ1/PP1r1PPP/R5K1 w - - 6 24,f3f5 d2d1 a1d1 d8d1,700,95,75,68,backRankMate endgame mate mateIn2 short,https://lichess.org/dVtOXySB#46,
0BTYS,r3k2r/pb1p1ppp/n1pBn3/1p3N2/8/1BP5/P4PPP/R3R1K1 b kq - 1 18,e8c8 f5e7,787,83,85,100,mate mateIn1 middlegame oneMove,https://lichess.org/xY8xHRmt/black#35,Kings_Pawn_Game Kings_Pawn_Game_McConnell_Defense
0BTcc,5rk1/pp2bqp1/3p4/2p1pP2/2P2nQ1/1P1P3P/P5BK/2B3R1 b - - 4 29,f7f5 g2d5 f4d5 g4g7,1782,76,93,2084,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/9hgtfI2T/black#57,
0BU4u,4kN2/pp3p1P/4pBp1/1b1pP3/5q2/8/P3nPPK/3Q3R w - - 8 26,g2g3 f4f2 h2h3 f2g3,1563,77,96,13508,mate mateIn2 middlegame short,https://lichess.org/5FGqvcXp#50,
0BURO,r5k1/pp1n1pp1/2pb1n1p/3pqb2/3N3B/2NP3P/PPP1BPP1/R2Q2K1 w - - 4 15,d4f5 e5h2 g1f1 h2h1,908,78,92,457,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/JzMprsFB#28,French_Defense French_Defense_Queens_Knight
0BUh9,r5k1/1p6/4p2p/1p3pp1/3Pp3/2R1P3/1R3PPP/6K1 w - - 1 28,b2b3 a8a1 b3b1 a1b1 c3c1 b1c1,400,105,95,270,backRankMate endgame long mate mateIn3 rookEndgame,https://lichess.org/tyGKvGL4#54,
0BUnQ,3rk2r/1p2qpp1/p3b3/4p2p/1n5P/NPn3P1/P3PPB1/RQB1K2R w KQk - 4 17,b1b2 d8d1,1131,75,100,174,mate mateIn1 middlegame oneMove,https://lichess.org/CCEIk8Ep#32,English_Opening English_Opening_Symmetrical_Variation
0BUpl,8/1bp3rk/1p2QN1p/p7/P7/5qP1/5P1P/1R4K1 b - - 3 29,h7h8 e6e8 g7g8 e8g8,927,76,98,3023,endgame mate mateIn2 short,https://lichess.org/htiyN6uC/black#57,
0BUvz,1k3r2/pp6/5q1p/QP6/2p3pP/5BP1/4rP1K/3R1R2 b - - 0 37,f6f3 d1d8 f8d8 a5d8,853,78,93,169,endgame mate mateIn2 short,https://lichess.org/l1CpvaIS/black#73,
0BV4B,r2q1k1r/1pp1n1pp/6B1/p3N3/P3P1b1/1QPP4/1P4PP/RN3nK1 b - - 1 15,e7g6 b3f7,1368,144,100,9,mate mateIn1 middlegame oneMove,https://lichess.org/QrDLcyI4/black#29,Bishops_Opening Bishops_Opening_Berlin_Defense
0BVE9,4r1k1/p1Q3pp/3R4/3p2q1/3P4/5b2/PP4PP/5RK1 w - - 0 26,d6d7 g5g2,1460,85,47,84,endgame mate mateIn1 oneMove,https://lichess.org/MpI5ZNBV#50,
0BVWw,2r3k1/4qp1p/6p1/pP1p4/P7/8/5PPP/4R1K1 w - - 0 33,e1e7 c8c1 e7e1 c1e1,600,112,78,277,backRankMate endgame master mate mateIn2 rookEndgame short,https://lichess.org/Rh0buvjT#64,
0BW4M,1rR3k1/6pp/4p3/P3PpN1/3P4/r2b4/5PPP/2R3K1 b - - 1 25,b8c8 c1c8,586,97,60,56,endgame mate mateIn1 oneMove,https://lichess.org/gnYIp7tC/black#49,
0BWCC,2r1k2r/npqbb1p1/4ppp1/p2pP1N1/3P4/P1N1BQ2/1P3PPP/1R3RK1 w k - 0 17,e5f6 c7h2,1538,75,98,2426,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/9Wa3Yzzt#32,French_Defense French_Defense_Advance_Variation
0BWE6,2rrR2k/1b4p1/p6p/3p2q1/8/2P5/PPB1Q1PP/4R1K1 b - - 3 33,d8e8 e2e8 c8e8 e1e8,954,151,65,23,mate mateIn2 middlegame short,https://lichess.org/I4GoLGpL/black#65,
0BWV6,2r4k/p3Qpn1/4pNp1/1p4qp/8/1P2N2P/P3PPB1/6K1 w - - 2 34,e7f7 c8c1 e3f1 c1f1 g1f1 g5c1,1265,77,62,262,attraction backRankMate long mate mateIn3 middlegame pin sacrifice,https://lichess.org/TMghKCIL#66,
0BWrH,3k4/ppp1R1p1/6N1/5Pp1/P4n2/6rP/3r2PK/6R1 w - - 7 38,e7g7 g3h3,1469,90,84,1516,endgame mate mateIn1 oneMove pin,https://lichess.org/ovVUzyPz#74,
0BX1P,2b2r1k/6r1/p1Q5/PpP3p1/1P1R4/1B5P/5qPK/8 b - - 1 42,f2d4 c6h6 g7h7 h6f8,865,85,96,369,endgame mate mateIn2 short,https://lichess.org/3qpUTzHC/black#83,
0BX4A,7r/4bp1k/q1np3Q/1p2pN2/4P3/n1P2N1P/5PP1/5RK1 b - - 3 25,h7g8 h6g7,1180,75,93,233,mate mateIn1 middlegame oneMove,https://lichess.org/98PiMbTl/black#49,
0BX5m,2kr3r/pp4pp/8/2N1p1P1/3n4/3Q1P2/qPP2P2/2KR3R w - - 0 18,d3a3 d4e2,1189,76,100,413,mate mateIn1 middlegame oneMove,https://lichess.org/wARjta8S#34,Trompowsky_Attack Trompowsky_Attack_Raptor_Variation
0BXOg,3r2k1/Bpp2ppp/3b4/3N4/2P5/P4qPP/1P2rP2/1K1Q3R b - - 4 23,d6e5 d5e7 g8f8 d1d8,998,76,99,1636,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/5FjIyDU0/black#45,
0BXxU,r2q1rk1/pp5n/1pnp3p/4pN2/4P1Q1/2P4P/PP3PP1/R3R1K1 b - - 1 17,g8h8 g4g7,660,97,95,486,mate mateIn1 middlegame oneMove,https://lichess.org/lw5KScPP/black#33,Four_Knights_Game Four_Knights_Game_Italian_Variation
0BYEC,8/1pQR2pk/p3p3/4B2p/1PP1P2q/P3b1N1/5rPK/8 w - - 4 29,h2g1 f2f4,1827,81,50,407,discoveredAttack mate mateIn1 middlegame oneMove,https://lichess.org/cmUbAQRq#56,
0BYIp,r4rk1/pp4pp/3q2p1/b7/2BB4/P3P1P1/4KPP1/R6R b - - 0 22,g8h8 h1h7 h8h7 a1h1,1395,74,89,203,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/WeyLA4eL/black#43,
0BYqL,r2k1r2/1p4pQ/4R2p/p1p1b3/P4q2/BBp4P/6P1/R6K w - - 1 28,a3c5 f4h2,1221,77,96,3863,mate mateIn1 middlegame oneMove,https://lichess.org/ICmwNtFX#54,
0BYw5,5rk1/5p1p/5Qp1/7P/1p1p4/pPqP1P2/P1PR1P2/2K3R1 w - - 1 25,c1d1 c3a1 d1e2 f8e8 f6e7 e8e7,2048,81,71,132,endgame long mate mateIn3,https://lichess.org/CaooWyti#48,
0BZ8F,5rk1/p5p1/1p4QN/3r4/P7/2p5/1qP3PP/5RK1 b - - 0 28,g8h8 f1f8,899,80,100,212,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/jNL0eXkC/black#55,
0BZIM,r2q1r2/ppb2pk1/2n4p/4pN2/1PPpn3/P7/4BPPP/R1Q2RK1 b - - 1 18,g7h7 c1h6 h7g8 h6g7,874,75,100,115,mate mateIn2 middlegame short,https://lichess.org/YaVNNUbV/black#35,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
0BZQ7,1Q1k4/5P2/p1p3p1/P1Pp1qP1/4p2K/8/5P2/8 b - - 2 54,d8e7 b8e8,1328,75,90,1686,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/zA6ZLz7U/black#107,
0BZbM,4kr2/pp1b3p/1qp1p1p1/3pR1Q1/8/2N5/PPP2PPP/4R1K1 w - - 5 23,c3a4 b6f2 g1h1 f2f1 e1f1 f8f1,1080,77,89,94,backRankMate long mate mateIn3 middlegame sacrifice,https://lichess.org/W5MpTWPp#44,
0BZeg,7k/5R2/5N1p/4pK2/2PpPn2/P7/7p/6r1 b - - 5 43,g1g7 f7f8 g7g8 f8g8,1064,78,87,171,arabianMate endgame mate mateIn2 short,https://lichess.org/6QTS4BaV/black#85,
0BaO8,4r3/1p3pk1/p1b1q1pp/P2pNN2/1b1PnQP1/3p3P/1P3P1B/6RK b - - 9 37,g7h7 f4h6 h7g8 h6g7,933,75,100,734,mate mateIn2 middlegame short,https://lichess.org/1uw8cFXx/black#73,
0BazR,6k1/1pq4p/p3PR2/3r2p1/8/1Q5P/P5P1/6K1 b - - 1 30,d5b5 e6e7 b5b3 e7e8q g8g7 e8f8,1375,75,92,322,advancedPawn discoveredAttack endgame long mate mateIn3 promotion,https://lichess.org/QHnoiX1b/black#59,
0Bb1k,3r2k1/5p1p/p4Qp1/1p3n2/1P4q1/P7/B5PP/4R1K1 b - - 0 29,d8f8 a2f7 f8f7 e1e8 f7f8 e8f8,1631,197,85,15,endgame long mate mateIn3 sacrifice,https://lichess.org/mwLy61wX/black#57,
0Bc8V,6k1/pp4pn/2pp3p/8/1P6/1r5q/4Q3/2RK1R2 b - - 1 30,b3b4 e2e8 h7f8 f1f8 g8h7 f8h8,1904,76,97,8375,endgame long mate mateIn3,https://lichess.org/1sYzwP4a/black#59,
0BcM5,8/1p1kn1p1/pP2p1p1/2P1KpP1/P4P1P/8/1B6/8 w - - 2 44,b2a1 e7c6,622,82,56,104,endgame mate mateIn1 oneMove,https://lichess.org/2O0rpKq5#86,
0BccL,r3k3/p1p2p2/2P2N2/3PP3/P4q2/6p1/2Q2p2/5K2 b q - 1 37,e8e7 c2c5 e7d8 c5f8,1545,76,94,2796,endgame mate mateIn2 short,https://lichess.org/t12O5iLF/black#73,
0Bcev,3r1k2/1R5R/4p2p/8/7P/2n3P1/5PK1/1B1r4 b - - 2 48,d1b1 h7h8,1320,75,96,8736,endgame mate mateIn1 oneMove,https://lichess.org/6k3F91K1/black#95,
0BchP,rn3rk1/5Ppp/p1q5/2n1pP2/2Q4P/2N5/PPP5/2KR3b b - - 0 21,f8f7 d1d8 c6e8 d8e8,974,104,70,41,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/Db2ok3IM/black#41,
0Bcla,6k1/pp3pp1/3p4/P2QB2p/5P1q/7P/P1r3PN/4R1K1 w - - 1 26,h2f3 h4f2 g1h2 f2g2,1704,75,89,1621,endgame mate mateIn2 short,https://lichess.org/TnlAyPRL#50,
0Bd36,8/pN1R3b/2p2k2/2N3p1/4n1P1/2P4P/PP2r2b/7K w - - 9 41,d7h7 e4g3,1233,74,96,10727,endgame mate mateIn1 oneMove,https://lichess.org/ymJhVRkX#80,
0BdAP,3r2r1/ppQ2p1k/8/8/8/2b1P3/PPP1NP2/1K6 w - - 0 29,e2c3 g8g1 c3d1 g1d1,963,77,95,1059,backRankMate endgame mate mateIn2 short,https://lichess.org/pBS66R1S#56,
0BdJ6,5r2/2R2pk1/Q2p2p1/3P4/1P1qPPK1/P5P1/6bP/8 w - - 1 35,a6d6 d4d1 g4g5 d1h5,975,84,93,1377,endgame mate mateIn2 short,https://lichess.org/9T28VL4m#68,
0BdQV,2kr3r/ppp1np2/3qp3/P2p2p1/1P1P2np/2PQP3/3NNPPP/R4RK1 w - - 2 17,h2h3 d6h2,652,79,98,616,mate mateIn1 middlegame oneMove,https://lichess.org/Pao36uTS#32,Queens_Pawn_Game Queens_Pawn_Game_Levitsky_Attack
0BdUG,r4rk1/1p6/3p3p/p2Pp1b1/4B3/P7/1PQ1NqP1/1R2K2R w K - 1 26,e1d1 f2f1 h1f1 f8f1,1089,77,89,117,mate mateIn2 middlegame sacrifice short,https://lichess.org/46xVj5F7#50,
0Bdg3,4k2r/2p2ppp/8/4P3/4p3/q1Pn1N2/P2NQ1PP/1r1K3R w k - 0 20,d2b1 a3c1,1132,75,100,220,mate mateIn1 middlegame oneMove,https://lichess.org/oPNM78Hq#38,
0Bdhn,6k1/6p1/1p2p1Pp/3p4/q2P4/r1r5/P3QP2/R4RK1 b - - 1 24,a4c2 e2e6 g8h8 e6e8,866,76,97,1690,endgame mate mateIn2 short,https://lichess.org/gmPgJmox/black#47,
0Be2N,1k6/1p3pp1/2bp4/Q2qnP1p/8/6R1/6PP/6BK b - - 1 39,e5g4 a5d8,1754,345,18,4,endgame master mate mateIn1 oneMove,https://lichess.org/LCij0KzO/black#77,
0BeJo,r4r2/pppq4/4R3/3Q1kN1/4nPp1/6Pp/PPP4P/2KR4 b - - 0 27,d7d5 d1d5,994,77,75,155,mate mateIn1 middlegame oneMove,https://lichess.org/kBklZtQZ/black#53,
0BebN,6k1/6pp/2b5/4BNP1/4P3/2KP3P/qp6/5R2 b - - 1 44,b2b1q f5e7 g8h8 f1f8 a2g8 f8g8,1202,74,94,9876,endgame fork long mate mateIn3,https://lichess.org/TPrTp3bv/black#87,
0BepY,8/6k1/5p2/1pQ3pp/8/1KP4P/5PP1/3q4 w - - 2 36,b3b4 d1a4,1493,87,67,302,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/H2rgiETE#70,
0BfQD,r5k1/1p1R2pp/1p3p2/4p2Q/8/P6P/1q3PPK/8 b - - 3 29,b2f2 h5f7 g8h8 f7g7,1001,75,89,373,endgame mate mateIn2 short,https://lichess.org/67TNJCAf/black#57,
0BfX4,1Q1k3r/2r2ppp/3p4/3P4/2q5/P1P5/7P/K1R5 b - - 4 27,c7c8 b8d6 d8e8 c1e1 c4e2 e1e2,1247,76,85,504,endgame exposedKing long mate mateIn3,https://lichess.org/7A59W11E/black#53,
0BfYd,r2qkbnr/ppp2p1p/3p4/4N1pb/2BnPp2/2NP3P/PPP3P1/R1BQ1RK1 b kq - 4 9,h5d1 c4f7 e8e7 c3d5,1316,75,92,219,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/mqnBzOEH/black#17,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense
0BfeH,6r1/1k6/6r1/1Qp1q3/7p/P4P2/1P5N/3R3K b - - 7 37,b7c7 d1d7 c7c8 b5b7,1613,79,68,50,endgame mate mateIn2 short,https://lichess.org/eUXwNimv/black#73,
0Bfwe,2r2r2/p2Q1k1p/1p2R3/5p2/5P2/8/PPP3q1/2K4R b - - 2 24,f7g8 d7h7,1078,89,74,76,endgame mate mateIn1 oneMove,https://lichess.org/7WmF8bqv/black#47,
0Bg8l,4r1k1/4P2p/1p2qBp1/6Q1/p2P4/7P/1P6/6K1 b - - 5 38,e6h3 g5d5 h3e6 d5e6,1141,78,76,259,endgame mate mateIn2 short,https://lichess.org/tBlezaEP/black#75,
0BgEX,2kr3r/pppqnb2/3p4/5ppp/2PP4/1P3QP1/PB3PBP/R4RK1 b - - 1 16,h5h4 f3b7,483,85,84,262,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/mXOafjAN/black#31,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation
0Bgb2,5k2/1b2qp1p/p3pN2/1p1pPp2/5P2/PPP3Q1/7P/7K b - - 3 32,e7a3 g3g8 f8e7 g8e8,942,87,95,490,endgame mate mateIn2 short,https://lichess.org/Ovem6yFl/black#63,
0Bgct,r1bqk1nr/ppp3p1/2np3p/2b1p1NQ/4P3/3P4/PPP2PPP/RNB2RK1 b - - 1 8,e8f8 h5f7,1228,92,70,32,mate mateIn1 oneMove opening,https://lichess.org/suyNDnLq/black#15,
0Bgxf,r1b2rk1/pp3ppp/5b2/2P5/3pQ3/3B1N2/1PPK1PPP/q2R3R b - - 3 16,a1b2 e4h7,540,83,100,169,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/KYwgr8HN/black#31,French_Defense French_Defense_Exchange_Variation
0BhrI,r3k1n1/ppp1qpp1/2np4/4p1p1/2BPP3/1QP2N1r/PP3P2/RN3RK1 w q - 0 11,f3g5 e7g5,660,105,94,305,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/tvTZmAOc#20,Ponziani_Opening Ponziani_Opening_Other_variations
0Bi1q,4r1k1/2R2ppp/p7/2n1N3/8/P6P/1P3PP1/6K1 b - - 1 28,e8e5 c7c8 e5e8 c8e8,942,147,85,30,backRankMate endgame mate mateIn2 short,https://lichess.org/Ggv0cOu8/black#55,
0Bi3l,2rr2kq/p3N1b1/1nn1bpB1/1pp1p3/6Q1/2PP2P1/PP3P1P/R1BR2K1 b - - 6 22,c6e7 g4e6 g8f8 e6f7,1042,76,97,709,fork hangingPiece mate mateIn2 middlegame short,https://lichess.org/jHJA1kLO/black#43,
0Bi6E,r6r/1p1k2pp/p7/n2Pp3/1b6/N2R4/P1QP1qPP/1RB4K w - - 4 22,d3f3 f2e1 f3f1 e1f1,1227,79,83,118,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ryn5pppf#42,
0BiC0,8/6bk/P5pp/1QR5/8/3P4/5qB1/7K w - - 0 36,c5c1 f2h4 h1g1 g7d4 g1f1 h4f2,1293,77,80,218,endgame exposedKing long mate mateIn3,https://lichess.org/J8ybCIIe#70,
0BiGB,r3k2r/pp3pp1/2p4p/4P3/1b2N3/3PB3/PPP1KPqn/R2Q1R2 w kq - 0 17,f1g1 g2f3,724,96,96,779,mate mateIn1 middlegame oneMove,https://lichess.org/doWT315d#32,Italian_Game Italian_Game_Two_Knights_Defense
0BiYO,k7/1p6/p1r5/5P2/1P2Q1PP/1Kr5/P7/8 w - - 0 43,b3a4 b7b5 a4a5 c3a3,1096,78,89,392,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/BTowgHvn#84,
0BiiG,3N4/3R1p2/1pp2kpp/3p4/1rn2P2/6PK/7P/8 b - - 3 34,g6g5 d7f7 f6g6 f4f5 g6h5 g3g4,1279,76,91,1615,endgame long mate mateIn3,https://lichess.org/i0GXPF7C/black#67,
0BjRJ,5b2/8/6R1/4k2P/8/5pP1/P1P1pP2/4K3 w - - 1 41,h5h6 f8b4 c2c3 b4c3,659,98,96,1173,endgame mate mateIn2 short,https://lichess.org/UL2HiZKO#80,
0BkCc,6k1/1R4p1/5pKp/8/6P1/6rP/8/8 b - - 7 52,g3h3 b7b8,1095,78,87,476,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/ZYBrEBfG/black#103,
0BkMS,3r2k1/R1p2pp1/1p5p/1P6/2P3n1/8/2Q1N1PP/3q2K1 w - - 3 29,c2d1 d8d1,444,97,100,275,endgame mate mateIn1 oneMove,https://lichess.org/rCGFUOFi#56,
0BkS5,rn4k1/p4pp1/2p4p/1p1rN3/4n2q/1P1PN2P/PBP3P1/R2QK2R w - - 3 22,e1f1 h4f2,1109,77,92,453,mate mateIn1 middlegame oneMove,https://lichess.org/jsAbeONu#42,
0Bl5a,1nr1Q2k/1p4pp/p7/8/1PB5/P3R1P1/3q1rPP/4R2K b - - 6 31,c8e8 e3e8 f2f8 e8f8,595,98,64,231,backRankMate fork mate mateIn2 middlegame short,https://lichess.org/C9Fbiw5e/black#61,
0BlBd,2rq1rk1/1p3p2/p2b2RP/8/3pQ3/2P5/PP3P2/R1B1K3 b Q - 0 22,f7g6 e4g6 g8h8 g6g7,1093,76,93,599,mate mateIn2 middlegame short,https://lichess.org/Hpbm3fda/black#43,
0BlS8,r3Q1k1/pp3r1p/6pB/8/3p4/3P2q1/PPP3b1/R3R1K1 b - - 1 24,a8e8 e1e8 f7f8 e8f8,723,102,71,51,mate mateIn2 middlegame short,https://lichess.org/QYBN3Ge5/black#47,
0BlXj,r3r1k1/p4p1p/2q2P1Q/2p2p2/1p6/8/PP3P1P/5KR1 b - - 3 29,g8h8 h6g7,819,79,100,238,endgame mate mateIn1 oneMove,https://lichess.org/tWzs2rnh/black#57,
0BlqB,3r1r1k/6b1/p2p4/2p1nN1Q/1p2n3/7P/PP4P1/R5K1 b - - 5 30,h8g8 f5e7,938,75,96,1500,mate mateIn1 middlegame oneMove,https://lichess.org/NmuFvtmC/black#59,
0Bluz,5r1k/p1p3pp/8/6q1/3P2r1/2P2Q2/P1P3PP/R3R1K1 b - - 8 32,f8f3 e1e8 f3f8 e8f8,487,99,71,470,backRankMate endgame mate mateIn2 queenRookEndgame short,https://lichess.org/ZmNkBBno/black#63,
0Bm5H,6k1/5ppp/4p3/2Nn4/2q5/5P2/1PQB2PP/r2N3K w - - 1 30,c2c4 a1d1 d2e1 d1e1 c4f1 e1f1,797,87,50,69,backRankMate endgame fork hangingPiece long mate mateIn3,https://lichess.org/4eOYxuCK#58,
0BmKe,1Q5k/2r2pp1/p3p2p/1p1p4/6RR/P5P1/5PKP/q1r5 b - - 15 31,h8h7 h4h6 g7h6 b8g8,1256,76,97,4219,endgame mate mateIn2 sacrifice short,https://lichess.org/Mgu1FAsp/black#61,
0BmOp,1r4k1/1p3ppp/3Q4/p2p4/3P4/Kb2P3/2q2PPP/8 b - - 1 27,c2c4 d6b8 c4c8 b8c8,710,90,95,1573,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/c7FQVvAZ/black#53,
0BmRF,4br1k/2r4p/1q3p2/5P1N/p1p1P2P/3n2Q1/PP2B1RK/6R1 b - - 5 38,e8h5 g3g8 f8g8 g2g8,1518,76,89,1016,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/f4LKyWDf/black#75,
0BmT9,7r/5k1p/p4n2/6R1/3r4/P6Q/1qB2PPP/R5K1 w - - 1 36,a1b1 b2b1 c2b1 d4d1,1411,97,70,250,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/QMfHhCQW#70,
0Bmej,7k/p2r2pp/6q1/1Qp2p2/1p3P2/1P1RP2P/5KP1/8 b - - 0 37,d7d3 b5b8 d3d8 b8d8 g6e8 d8e8,1195,78,88,445,backRankMate endgame long mate mateIn3,https://lichess.org/4Sv96ysh/black#73,
0BmjH,8/3Q1p2/1p4p1/4PpP1/1k3q2/8/R5PK/6R1 w - - 0 42,h2h3 f4g4 h3h2 g4h4,1016,78,88,212,endgame mate mateIn2 short,https://lichess.org/FctHbHP1#82,
0BnLl,4r2k/6b1/3r4/p7/1pQ5/1P6/P2p1PPP/3R2K1 w - - 4 41,c4c2 e8e1 d1e1 d2e1q,915,101,93,1116,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/bAxU6V2j#80,
0Bnks,3r1rk1/p1p2Rpp/8/2p1q3/8/2P5/P1P2QPP/5RK1 b - - 0 22,f8f7 f2f7 g8h8 f7f8 d8f8 f1f8,700,97,95,1010,backRankMate endgame long mate mateIn3,https://lichess.org/Vx2Tn2kk/black#43,
0Bnvv,6k1/R7/6Kp/5p2/8/5PP1/2r4r/8 b - - 1 37,c2c5 a7a8 c5c8 a8c8,1230,76,91,155,endgame mate mateIn2 rookEndgame short,https://lichess.org/fJEmz3gi/black#73,
0BnwR,6k1/3q1pP1/p3n2p/bp2pB2/2rP2QP/5PPK/P7/1R6 b - - 0 32,c4d4 f5h7 g8h7 g7g8q,1768,79,74,56,advancedPawn attraction mate mateIn2 middlegame promotion short,https://lichess.org/4bd3JNiA/black#63,
0Bo5L,rnbr1k2/ppp1q1bQ/3p1pBB/4p3/3P4/2N1P3/PPP2PP1/R3K1N1 b Q - 8 15,g7h6 h7h8,1266,75,95,6284,master mate mateIn1 middlegame oneMove,https://lichess.org/hNw9bIOA/black#29,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
0Boe4,7k/1p4p1/1p1p3p/1Q1N4/4Pp2/5q1P/rPPKR1r1/4R3 w - - 2 31,d5e7 f3e3 d2d1 a2a1,1732,74,94,2241,mate mateIn2 middlegame pin short,https://lichess.org/pqFVEihy#60,
0Bp7x,r6r/3n1pk1/bp2p1B1/p1ppP1R1/3P3N/4P1P1/P4R1P/6K1 b - - 0 26,f7g6 g5g6 g7h7 f2f7,1204,126,82,9,mate mateIn2 middlegame short,https://lichess.org/pc72NlJ7/black#51,
0BpNz,rnbqkb1r/pp4pp/2pp1B2/1B2N3/3Pp3/8/PPP2PPP/RN1QK2R b KQkq - 0 7,g7f6 d1h5 e8e7 h5f7,1162,75,91,1044,mate mateIn2 opening short,https://lichess.org/bMlkh2h9/black#13,Latvian_Gambit Latvian_Gambit_Mason_Countergambit
0BppB,r4rk1/1b3ppp/pb3n2/1N1q4/1P6/P2B4/1B3PPP/1R1Q1RK1 w - - 1 18,b2f6 d5g2,777,83,85,79,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/j5ZAjqkg#34,Queens_Gambit_Declined Queens_Gambit_Declined_Tarrasch_Defense
0Bpwo,2r1rb2/pbqR1p1k/1p3p1p/2P1NN2/8/6Q1/PP3PPP/R5K1 b - - 1 24,c7e5 d7f7 h7h8 f7f8 e8f8 g3g7,1800,77,97,18844,fork long mate mateIn3 middlegame,https://lichess.org/NYojGdmm/black#47,
0Bq5V,2k4r/ppp1R2p/6p1/5p2/8/1P6/P1Pr1PPP/1R4K1 w - - 1 19,b1b2 d2d1 e7e1 d1e1,677,106,71,63,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/M52svkgm#36,
0BqKw,r6k/p1p1qB1p/1p1pP3/4R3/2P5/2Q5/P5P1/6K1 b - - 0 27,d6e5 c3e5 e7f6 e5f6,864,127,41,311,endgame mate mateIn2 short,https://lichess.org/N3ye9Lpr/black#53,
0BqNv,4Rbk1/p7/3r1PK1/1ppB4/8/8/P1P5/8 b - - 2 44,d6d5 f6f7 g8h8 e8f8,950,75,97,2711,advancedPawn deflection endgame mate mateIn2 short,https://lichess.org/xVSsNMZC/black#87,
0BqWb,3rn3/3r3k/2q4p/p1N1P1pP/1pB2p2/1P3b2/1Q3B2/R3K1R1 w Q - 3 40,a1c1 d7d1 c1d1 d8d1,1159,77,98,9410,mate mateIn2 middlegame short,https://lichess.org/1iaoLSya#78,
0BqfF,5k2/3pp3/p5p1/qp3p2/3PbQ2/P7/1KrB2PP/3R1R2 w - - 0 25,b2b3 a5a4,1105,75,93,2368,mate mateIn1 middlegame oneMove,https://lichess.org/1lZFeGLw#48,
0Br35,2kr4/pR2nRpp/2p5/8/8/2Pr1B2/P4PPP/6K1 w - - 1 21,f7e7 d3d1 f3d1 d8d1 e7e1 d1e1,429,108,90,821,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/Y31cCmso#40,
0Br4c,3Q4/6pk/4pp1p/pPq5/P1p5/6R1/5nPP/5R1K w - - 7 48,h1g1 f2h3 g1h1 c5g1 f1g1 h3f2,1354,93,64,358,doubleCheck endgame long mate mateIn3 sacrifice smotheredMate,https://lichess.org/umTrBtWn#94,
